"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-19",,,,,,,,,"0.47",",,7,1800","0.0",",,7,","0",",,7,1800","49",",,7","38",",,7","43",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-20",,,,,,,,,"0.07",",,7,1800","0.0",",,7,","0",",,7,1800","44",",,7","31",",,7","41",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-21",,,,,,,,,"0.01",",,7,1800","0.0",",,7,","0",",,7,1800","47",",,7","35",",,7","42",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-22",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","44",",,7","32",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-23",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","47",",,7","29",",,7","40",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-24",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","53",",,7","29",",,7","39",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-25",,,,,,,,,"0.01",",,7,1800","0.0",",,7,","0",",,7,1800","49",",,7","35",",,7","45",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-26",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","51",",,7","32",",,7","41",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-27",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","44",",,7","32",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-28",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","45",",,7","26",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-29",,,,,,,,,"0.35",",,7,1800","1.5",",,7,","0",",,7,1800","37",",,7","26",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-30",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","37",",,7","22",",,7","28",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-10-31",,,,,,,,,"0.34",",,7,1800","0.0",",,7,","0",",,7,1800","47",",,7","28",",,7","45",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-01",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","54",",,7","36",",,7","47",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-02",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","0",",,7,1800","54",",,7","35",",,7","49",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-03",,,,,,,,,"0.27",",,7,1800","1.5",",,7,","1",",,7,1800","49",",,7","26",",,7","26",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-04",,,,,,,,,"0.18",",,7,1800","3.0",",,7,","4",",,7,1800","26",",,7","21",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-05",,,,,,,,,"0.31",",,7,1800",,,"8",",,7,1800","22",",,7","18",",,7","20",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-06",,,,,,,,,"0.20",",,7,1800","3.0",",,7,","11",",,7,1800","22",",,7","17",",,7","20",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-07",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","7",",,7,1800","42",",,7","10",",,7","29",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-08",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","5",",,7,1800","44",",,7","23",",,7","36",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-09",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","5",",,7,1800","39",",,7","29",",,7","29",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-10",,,,,,,,,"0.58",",,7,1800","11.5",",,7,","16",",,7,1800","29",",,7","21",",,7","21",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-11",,,,,,,,,"0.24",",,7,1800",,,"20",",,7,1800","29",",,7","14",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-12",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","13",",,7,1800","31",",,7","11",",,7","20",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-13",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","10",",,7,1800","42",",,7","17",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-14",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","7",",,7,1800","49",",,7","28",",,7","35",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-15",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","7",",,7,1800","43",",,7","26",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-16",,,,,,,,,"0.81",",,7,1800",,,"19",",,7,1800","34",",,7","17",",,7","18",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-17",,,,,,,,,"0.09",",,7,1800","0.5",",,7,","16",",,7,1800","24",",,7","10",",,7","24",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-18",,,,,,,,,"0.00",",,7,1800",,,"18",",,7,1800","28",",,7","20",",,7","24",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-19",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","12",",,7,1800","35",",,7","24",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-20",,,,,,,,,"0.46",",,7,1800",,,"17",",,7,1800","34",",,7","12",",,7","12",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-21",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","16",",,7,1800","36",",,7","10",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-22",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","15",",,7,1800","35",",,7","19",",,7","20",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-23",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","15",",,7,1800","47",",,7","20",",,7","39",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-24",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","14",",,7,1800","39",",,7","25",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-25",,,,,,,,,"0.21",",,7,1800",,,"22",",,7,1800","37",",,7","20",",,7","20",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-26",,,,,,,,,"0.05",",,7,1800","1.0",",,7,","19",",,7,1800","20",",,7","5",",,7","11",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-27",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","19",",,7,1800","22",",,7","9",",,7","16",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-28",,,,,,,,,"0.18",",,7,1800","2.5",",,7,","20",",,7,1800","16",",,7","8",",,7","10",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-29",,,,,,,,,"0.05",",,7,1800","1.0",",,7,","20",",,7,1800","13",",,7","2",",,7","7",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-11-30",,,,,,,,,"0.04",",,7,1800","0.5",",,7,","19",",,7,1800","17",",,7","4",",,7","8",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-01",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","18",",,7,1800","24",",,7","3",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-03",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","17",",,7,1800","46",",,7","21",",,7","38",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-04",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","16",",,7,1800","42",",,7","24",",,7","24",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-05",,,,,,,,,"0.00",",,7,1800","0.0",",,7,",,,"29",",,7","15",",,7","19",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-06",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","16",",,7,1800","43",",,7","18",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-07",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","16",",,7,1800","44",",,7","26",",,7","36",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-08",,,,,,,,,"0.94",",,7,1800","3.0",",,7,","16",",,7,1800","39",",,7","29",",,7","31",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-09",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","16",",,7,1800","48",",,7","30",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-10",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","16",",,7,1800","42",",,7","26",",,7","26",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-11",,,,,,,,,"0.50",",,7,1800","5.5",",,7,","21",",,7,1800","26",",,7","13",",,7","18",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-12",,,,,,,,,"0.05",",,7,1800","1.5",",,7,","22",",,7,1800","22",",,7","10",",,7","17",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-13",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","21",",,7,1800","36",",,7","7",",,7","29",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-14",,,,,,,,,"0.75",",,7,1800","13.0",",,7,","34",",,7,1800","35",",,7","13",",,7","13",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-15",,,,,,,,,"0.65",",,7,1800","12.0",",,7,","45",",,7,1800","35",",,7","10",",,7","10",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-16",,,,,,,,,"0.38",",,7,1800","7.0",",,7,","44",",,7,1800","15",",,7","9",",,7","10",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-17",,,,,,,,,"0.40",",,7,1800","7.0",",,7,","43",",,7,1800","15",",,7","0",",,7","11",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-18",,,,,,,,,"0.00","T,,7,1800","0.0","T,,7,","40",",,7,1800","35",",,7","11",",,7","24",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-19",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","35",",,7,1800","38",",,7","23",",,7","32",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-20",,,,,,,,,"0.34",",,7,1800","7.0",",,7,","42",",,7,1800","33",",,7","19",",,7","19",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-21",,,,,,,,,"0.34",",,7,1800","4.0",",,7,","42",",,7,1800","33",",,7","17",",,7","25",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-22",,,,,,,,,"2.83",",,7,1800","15.0",",,7,","57",",,7,1800","26",",,7","19",",,7","19",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-23",,,,,,,,,"1.18",",,7,1800","6.0",",,7,","59",",,7,1800","19",",,7","10",",,7","10",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-24",,,,,,,,,"0.08",",,7,1800","1.0",",,7,","55",",,7,1800","16",",,7","3",",,7","12",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-25",,,,,,,,,"0.63",",,7,1800","10.0",",,7,","65",",,7,1800","13",",,7","5",",,7","5",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-26",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","60",",,7,1800","13",",,7","-1",",,7","7",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-27",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","56",",,7,1800","24",",,7","2",",,7","13",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-28",,,,,,,,,"0.01",",,7,1800","0.0","T,,7,","54",",,7,1800","17",",,7","10",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-29",,,,,,,,,"0.03",",,7,1800","1.0",",,7,","53",",,7,1800","14",",,7","4",",,7","4",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-30",,,,,,,,,"0.09",",,7,1800","2.0",",,7,","52",",,7,1800","11",",,7","1",",,7","1",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2015-12-31",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","50",",,7,1800","19",",,7","-5",",,7","6",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-01",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","50",",,7,1800","21",",,7","5",",,7","15",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-02",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","48",",,7,1800","34",",,7","12",",,7","27",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-03",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","48",",,7,1800","43",",,7","24",",,7","31",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-04",,,,,,,,,"0.00","T,,7,1800","0.0",",,7,","45",",,7,1800","35",",,7","24",",,7","26",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-05",,,,,,,,,"0.10",",,7,1800","0.5",",,7,","45",",,7,1800","35",",,7","25",",,7","28",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-06",,,,,,,,,"0.23",",,7,1800","2.0",",,7,","46",",,7,1800","28",",,7","24",",,7","25",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-07",,,,,,,,,"0.20",",,7,1800","3.5",",,7,","48",",,7,1800","29",",,7","18",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-08",,,,,,,,,"0.34",",,7,1800","5.0",",,7,",,,"22",",,7","17",",,7","17",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-09",,,,,,,,,"0.05",",,7,1800","2.0",",,7,","53",",,7,1800","22",",,7","12",",,7","15",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-10",,,,,,,,,"0.01",",,7,1800","0.5",",,7,","54",",,7,1800","22",",,7","2",",,7","8",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-11",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","53",",,7,1800","29",",,7","3",",,7","19",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-12",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","48",",,7,1800","34",",,7","9",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-13",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","48",",,7,1800","40",",,7","19",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-14",,,,,,,,,"0.38",",,7,1800","5.5",",,7,","54",",,7,1800","30",",,7","13",",,7","13",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-15",,,,,,,,,"0.63",",,7,1800","10.0",",,7,","61",",,7,1800","19",",,7","8",",,7","16",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-16",,,,,,,,,"0.67",",,7,1800","6.0",",,7,","61",",,7,1800","26",",,7","12",",,7","25",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-17",,,,,,,,,"0.60",",,7,1800","4.0",",,7,","62",",,7,1800","27",",,7","19",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-18",,,,,,,,,"0.55",",,7,1800","9.5",",,7,","70",",,7,1800","27",",,7","19",",,7","24",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-19",,,,,,,,,"0.22",",,7,1800","2.0",",,7,","69",",,7,1800","29",",,7","10",",,7","23",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-20",,,,,,,,,"0.90",",,7,1800","6.0",",,7,","72",",,7,1800","26",",,7","14",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-21",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","68",",,7,1800","32",",,7","8",",,7","26",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-22",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","66",",,7,1800","40",",,7","24",",,7","31",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-23",,,,,,,,,"0.18",",,7,1800","3.0",",,7,","67",",,7,1800","36",",,7","26",",,7","26",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-24",,,,,,,,,"0.69",",,7,1800","9.0",",,7,","76",",,7,1800","26",",,7","17",",,7","18",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-25",,,,,,,,,"0.50",",,7,1800","6.5",",,7,","78",",,7,1800","21",",,7","13",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-26",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","78",",,7,1800","28",",,7","4",",,7","17",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-27",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","72",",,7,1800","39",",,7","15",",,7","31",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-28",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","67",",,7,1800","41",",,7","23",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-29",,,,,,,,,"0.24",",,7,1800","2.0",",,7,","68",",,7,1800","37",",,7","20",",,7","32",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-30",,,,,,,,,"0.94",",,7,1800","14.0",",,7,","83",",,7,1800","35",",,7","13",",,7","13",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-01-31",,,,,,,,,"0.19",",,7,1800","2.0",",,7,","80",",,7,1800","20",",,7","4",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-01",,,,,,,,,"0.43",",,7,1800","5.0",",,7,","78",",,7,1800","14",",,7","7",",,7","7",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-02",,,,,,,,,"0.05",",,7,1800","2.5",",,7,","80",",,7,1800","9",",,7","2",",,7","4",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-03",,,,,,,,,"0.12",",,7,1800","3.0",",,7,","82",",,7,1800","16",",,7","4",",,7","7",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-04",,,,,,,,,"0.19",",,7,1800","4.0",",,7,","81",",,7,1800","17",",,7","3",",,7","14",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-05",,,,,,,,,"0.56",",,7,1800","8.0",",,7,","84",",,7,1800","24",",,7","14",",,7","16",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-06",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","81",",,7,1800","30",",,7","12",",,7","23",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-07",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","78",",,7,1800","34",",,7","18",",,7","28",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-08",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","71",",,7,1800","42",",,7","22",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-09",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","70",",,7,1800","54",",,7","27",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-10",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","69",",,7,1800","47",",,7","29",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-11",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","68",",,7,1800","49",",,7","26",",,7","36",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-12",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","64",",,7,1800","56",",,7","30",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-13",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","64",",,7,1800","40",",,7","28",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-14",,,,,,,,,"0.83",",,7,1800","4.0",",,7,",,,"30",",,7","23",",,7","27",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-15",,,,,,,,,"0.88",",,7,1800","4.0",",,7,",,,"32",",,7","27",",,7","32",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-16",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","70",",,7,1800","40",",,7","26",",,7","32",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-17",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","70",",,7,1800","49",",,7","28",",,7","38",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-18",,,,,,,,,"0.68",",,7,1800","3.0",",,7,",,,"38",",,7","20",",,7","23",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-19",,,,,,,,,"0.00",",,7,1800","0.0",",,7,","73",",,7,1800","40",",,7","17",",,7","35",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","2016-02-20",,,,,,,,,"0.00","T,,7,1800","0.0","T,,7,","72",",,7,1800","35",",,7","26",",,7","26",",,7,1800",,,,,,,,,,,,
